species,omega,ell,m,Gamma,dEdtdw
0,0.01,0,-0,0,0
0,0.02,0,-0,6.66134e-16,2.56064e-18
0,0.03,0,-0,0,0
0,0.04,0,-0,0,0
0,0.05,0,-0,2.22045e-16,5.02221e-19
0,0.06,0,-0,5.55112e-16,1.03756e-18
0,0.07,0,-0,6.66134e-16,1.02225e-18
0,0.08,0,-0,1.22125e-15,1.52929e-18
0,0.09,0,-0,0,0
0,0.1,0,-0,1.55431e-15,1.27414e-18
0,0.11,0,-0,2.22045e-16,1.46127e-19
0,0.12,0,-0,0,0
0,0.13,0,-0,1.11022e-15,4.64437e-19
0,0.14,0,-0,1.9984e-15,6.62381e-19
0,0.15,0,-0,1.11022e-15,2.90485e-19
0,0.16,0,-0,0,0
0,0.17,0,-0,0,0
0,0.18,0,-0,0,0
0,0.19,0,-0,6.66134e-16,6.55592e-20
0,0.2,0,-0,2.22045e-16,1.69991e-20
0,0.21,0,-0,0,0
0,0.22,0,-0,1.11022e-16,5.10886e-21
0,0.23,0,-0,0,0
0,0.24,0,-0,6.10623e-15,1.67582e-19
0,0.25,0,-0,0,0
0,0.26,0,-0,6.55032e-15,1.06499e-19
0,0.27,0,-0,0,0
0,0.28,0,-0,3.33067e-16,3.18956e-21
0,0.29,0,-0,0,0
0,0.3,0,-0,0,0
0,0.31,0,-0,8.88178e-16,3.80945e-21
0,0.32,0,-0,1.11022e-15,3.63542e-21
0,0.33,0,-0,0,0
0,0.34,0,-0,0,0
0,0.35,0,-0,0,0
0,0.36,0,-0,0,0
0,0.37,0,-0,1.66533e-15,1.3954e-21
0,0.38,0,-0,4.55191e-15,2.89719e-21
0,0.39,0,-0,0,0
0,0.4,0,-0,6.66134e-16,2.44134e-22
0,0.41,0,-0,0,0
0,0.42,0,-0,0,0
0,0.43,0,-0,0,0
0,0.44,0,-0,0,0
0,0.45,0,-0,0,0
0,0.46,0,-0,0,0
0,0.47,0,-0,0,0
0,0.48,0,-0,0,0
0,0.49,0,-0,2.52021e-14,7.49337e-22
0,0.5,0,-0,0,0
0,0.51,0,-0,2.10942e-15,3.57099e-23
0,0.52,0,-0,0,0
0,0.53,0,-0,0,0
0,0.54,0,-0,0,0
0,0.55,0,-0,8.65974e-15,4.73086e-23
0,0.56,0,-0,4.44089e-16,1.82699e-24
0,0.57,0,-0,0,0
0,0.58,0,-0,0,0
0,0.59,0,-0,2.44249e-15,4.28327e-24
0,0.6,0,-0,0,0
0,0.61,0,-0,0,0
0,0.62,0,-0,3.55271e-15,2.64884e-24
0,0.63,0,-0,1.12133e-14,6.2832e-24
0,0.64,0,-0,6.66134e-16,2.8045e-25
0,0.65,0,-0,0,0
0,0.66,0,-0,3.10862e-15,7.38303e-25
0,0.67,0,-0,0,0
0,0.68,0,-0,3.33067e-16,4.45833e-26
0,0.69,0,-0,0,0
0,0.7,0,-0,2.77556e-15,2.09213e-25
0,0.71,0,-0,5.44009e-15,3.07617e-25
0,0.72,0,-0,2.22045e-16,9.41722e-27
0,0.73,0,-0,0,0
0,0.74,0,-0,2.44249e-15,5.82404e-26
0,0.75,0,-0,1.04361e-14,1.86536e-25
0,0.76,0,-0,3.33067e-15,4.46184e-26
0,0.77,0,-0,0,0
0,0.78,0,-0,0,0
0,0.79,0,-0,0,0
0,0.8,0,-0,0,0
0,0.81,0,-0,0,0
0,0.82,0,-0,9.65894e-15,2.28528e-26
0,0.83,0,-0,2.10942e-15,3.73631e-27
0,0.84,0,-0,6.66134e-16,8.83173e-28
0,0.85,0,-0,0,0
0,0.86,0,-0,0,0
0,0.87,0,-0,0,0
0,0.88,0,-0,4.77396e-15,1.9842e-27
0,0.89,0,-0,0,0
0,0.9,0,-0,0,0
0,0.91,0,-0,0,0
0,0.92,0,-0,0,0
0,0.93,0,-0,7.77156e-16,7.55506e-29
0,0.94,0,-0,2.9976e-15,2.17848e-28
0,0.95,0,-0,0,0
0,0.96,0,-0,0,0
0,0.97,0,-0,1.22125e-15,3.70544e-29
0,0.98,0,-0,1.66533e-15,3.7757e-29
0,0.99,0,-0,0,0
0,1,0,-0,5.10703e-15,6.46319e-29
0,1.01,0,-0,0,0
0,1.02,0,-0,0,0
0,1.03,0,-0,0,0
0,1.04,0,-0,4.44089e-16,1.74904e-30
0,1.05,0,-0,1.55431e-15,4.57119e-30
0,1.06,0,-0,0,0
0,1.07,0,-0,6.88338e-15,1.12849e-29
0,1.08,0,-0,0,0
0,1.09,0,-0,1.88738e-15,1.72427e-30
0,1.1,0,-0,2.22045e-16,1.51411e-31
0,1.11,0,-0,0,0
0,1.12,0,-0,0,0
0,1.13,0,-0,2.22045e-16,6.29299e-32
0,1.14,0,-0,8.77076e-15,1.85475e-30
0,1.15,0,-0,2.22045e-16,3.50337e-32
0,1.16,0,-0,3.33067e-16,3.9205e-32
0,1.17,0,-0,2.22045e-16,1.94977e-32
0,1.18,0,-0,2.22045e-16,1.4544e-32
0,1.19,0,-0,0,0
0,1.2,0,-0,0,0
0,1.21,0,-0,3.41949e-14,9.29226e-31
0,1.22,0,-0,0,0
0,1.23,0,-0,1.55431e-15,2.3487e-32
0,1.24,0,-0,1.11022e-15,1.25089e-32
0,1.25,0,-0,0,0
0,1.26,0,-0,5.55112e-16,3.47655e-33
0,1.27,0,-0,7.77156e-16,3.62839e-33
0,1.28,0,-0,0,0
0,1.29,0,-0,1.9984e-15,5.18423e-33
0,1.3,0,-0,3.77476e-15,7.29875e-33
0,1.31,0,-0,1.18794e-14,1.71193e-32
0,1.32,0,-0,8.90399e-14,9.56277e-32
0,1.33,0,-0,3.55271e-15,2.84342e-33
0,1.34,0,-0,0,0
0,1.35,0,-0,0,0
0,1.36,0,-0,1.11022e-15,3.67615e-34
0,1.37,0,-0,0,0
0,1.38,0,-0,0,0
0,1.39,0,-0,5.55112e-16,7.60068e-35
0,1.4,0,-0,5.55112e-16,5.662e-35
0,1.41,0,-0,1.11022e-16,8.43521e-36
0,1.42,0,-0,8.88178e-16,5.02643e-35
0,1.43,0,-0,9.99201e-16,4.21177e-35
0,1.44,0,-0,0,0
0,1.45,0,-0,0,0
0,1.46,0,-0,3.10862e-15,5.41266e-35
0,1.47,0,-0,3.33067e-16,4.3186e-36
0,1.48,0,-0,0,0
0,1.49,0,-0,0,0
0,1.5,0,-0,0,0
0,1.51,0,-0,8.88178e-16,3.53989e-36
0,1.52,0,-0,0,0
0,1.53,0,-0,9.99201e-16,2.20732e-36
0,1.54,0,-0,1.11022e-15,1.82582e-36
0,1.55,0,-0,0,0
0,1.56,0,-0,2.22045e-16,2.02349e-37
0,1.57,0,-0,3.33067e-16,2.25929e-37
0,1.58,0,-0,0,0
0,1.59,0,-0,0,0
0,1.6,0,-0,2.22045e-16,6.21032e-38
0,1.61,0,-0,2.22045e-16,4.62194e-38
0,1.62,0,-0,3.33067e-16,5.15952e-38
0,1.63,0,-0,1.22125e-15,1.40785e-37
0,1.64,0,-0,0,0
0,1.65,0,-0,1.11022e-16,7.08714e-39
0,1.66,0,-0,0,0
0,1.67,0,-0,5.55112e-16,1.96193e-38
0,1.68,0,-0,0,0
0,1.69,0,-0,0,0
0,1.7,0,-0,1.55431e-15,2.26249e-38
0,1.71,0,-0,8.00471e-14,8.66853e-37
0,1.72,0,-0,4.44089e-16,3.57773e-39
0,1.73,0,-0,1.22125e-15,7.31918e-39
0,1.74,0,-0,0,0
0,1.75,0,-0,0,0
0,1.76,0,-0,5.55112e-16,1.36937e-39
0,1.77,0,-0,0,0
0,1.78,0,-0,2.78666e-14,3.80312e-38
0,1.79,0,-0,8.88178e-16,9.01559e-40
0,1.8,0,-0,4.44089e-16,3.35265e-40
0,1.81,0,-0,1.11022e-16,6.2336e-41
0,1.82,0,-0,0,0
0,1.83,0,-0,0,0
0,1.84,0,-0,0,0
0,1.85,0,-0,5.21805e-15,8.96083e-40
0,1.86,0,-0,3.33067e-16,4.25321e-41
0,1.87,0,-0,0,0
0,1.88,0,-0,6.66134e-16,4.70329e-41
0,1.89,0,-0,0,0
0,1.9,0,-0,0,0
0,1.91,0,-0,0,0
0,1.92,0,-0,0,0
0,1.93,0,-0,1.33227e-15,2.13724e-41
0,1.94,0,-0,0,0
0,1.95,0,-0,0,0
0,1.96,0,-0,0,0
0,1.97,0,-0,-nan,-nan
0,1.98,0,-0,-nan,-nan
0,1.99,0,-0,-nan,-nan
0,0.01,1,-1,0,0
0,0.02,1,-1,2.22045e-16,8.18634e-22
0,0.03,1,-1,2.22045e-16,9.07934e-22
0,0.04,1,-1,0,0
0,0.05,1,-1,0,0
0,0.06,1,-1,0,0
0,0.07,1,-1,0,0
0,0.08,1,-1,0,0
0,0.09,1,-1,0,0
0,0.1,1,-1,0,0
0,0.11,1,-1,8.88178e-16,1.19147e-21
0,0.12,1,-1,1.77636e-14,1.92264e-20
0,0.13,1,-1,4.44089e-16,3.85122e-22
0,0.14,1,-1,1.11022e-15,7.66873e-22
0,0.15,1,-1,0,0
0,0.16,1,-1,5.55112e-16,2.39711e-22
0,0.17,1,-1,0,0
0,0.18,1,-1,0,0
0,0.19,1,-1,2.22045e-16,4.60672e-23
0,0.2,1,-1,3.33067e-16,5.37976e-23
0,0.21,1,-1,3.10862e-15,3.89936e-22
0,0.22,1,-1,5.55112e-16,5.39526e-23
0,0.23,1,-1,0,0
0,0.24,1,-1,0,0
0,0.25,1,-1,3.77476e-15,1.68675e-22
0,0.26,1,-1,0,0
0,0.27,1,-1,4.44089e-16,1.17237e-23
0,0.28,1,-1,0,0
0,0.29,1,-1,0,0
0,0.3,1,-1,4.44089e-16,5.27032e-24
0,0.31,1,-1,3.33067e-16,3.02095e-24
0,0.32,1,-1,0,0
0,0.33,1,-1,1.11022e-16,5.86385e-25
0,0.34,1,-1,0,0
0,0.35,1,-1,7.77156e-16,2.38147e-24
0,0.36,1,-1,0,0
0,0.37,1,-1,4.10783e-15,7.27932e-24
0,0.38,1,-1,0,0
0,0.39,1,-1,1.33227e-15,1.36126e-24
0,0.4,1,-1,0,0
0,0.41,1,-1,1.44329e-15,8.48072e-25
0,0.42,1,-1,1.11022e-16,4.94265e-26
0,0.43,1,-1,8.88178e-16,2.99415e-25
0,0.44,1,-1,1.22125e-15,3.11577e-25
0,0.45,1,-1,7.21645e-15,1.39268e-24
0,0.46,1,-1,8.88178e-16,1.29591e-25
0,0.47,1,-1,1.43219e-14,1.57914e-24
0,0.48,1,-1,3.33067e-16,2.77396e-26
0,0.49,1,-1,4.32987e-15,2.72272e-25
0,0.5,1,-1,0,0
0,0.51,1,-1,0,0
0,0.52,1,-1,0,0
0,0.53,1,-1,0,0
0,0.54,1,-1,0,0
0,0.55,1,-1,0,0
0,0.56,1,-1,2.22045e-16,1.93193e-27
0,0.57,1,-1,0,0
0,0.58,1,-1,0,0
0,0.59,1,-1,9.32587e-15,3.45875e-26
0,0.6,1,-1,0,0
0,0.61,1,-1,0,0
0,0.62,1,-1,0,0
0,0.63,1,-1,0,0
0,0.64,1,-1,3.33067e-15,2.9656e-27
0,0.65,1,-1,0,0
0,0.66,1,-1,2.22045e-16,1.11531e-28
0,0.67,1,-1,0,0
0,0.68,1,-1,0,0
0,0.69,1,-1,1.22125e-15,2.59463e-28
0,0.7,1,-1,1.42109e-14,2.26541e-27
0,0.71,1,-1,0,0
0,0.72,1,-1,0,0
0,0.73,1,-1,6.66134e-16,4.4805e-29
0,0.74,1,-1,0,0
0,0.75,1,-1,1.25455e-14,4.74243e-28
0,0.76,1,-1,0,0
0,0.77,1,-1,8.88178e-16,1.88561e-29
0,0.78,1,-1,0,0
0,0.79,1,-1,1.11022e-15,1.32284e-29
0,0.8,1,-1,0,0
0,0.81,1,-1,2.08722e-14,1.39486e-28
0,0.82,1,-1,2.10942e-15,1.05551e-29
0,0.83,1,-1,2.44249e-15,9.14953e-30
0,0.84,1,-1,0,0
0,0.85,1,-1,0,0
0,0.86,1,-1,0,0
0,0.87,1,-1,1.22125e-15,1.43492e-30
0,0.88,1,-1,3.33067e-15,2.92769e-30
0,0.89,1,-1,0,0
0,0.9,1,-1,0,0
0,0.91,1,-1,1.11022e-16,4.08297e-32
0,0.92,1,-1,4.44089e-16,1.2212e-31
0,0.93,1,-1,3.9968e-15,8.21731e-31
0,0.94,1,-1,0,0
0,0.95,1,-1,1.9984e-14,2.29588e-30
0,0.96,1,-1,6.55032e-15,5.62446e-31
0,0.97,1,-1,0,0
0,0.98,1,-1,2.22045e-15,1.06469e-31
0,0.99,1,-1,5.55112e-16,1.98873e-32
0,1,1,-1,0,0
0,1.01,1,-1,0,0
0,1.02,1,-1,0,0
0,1.03,1,-1,0,0
0,1.04,1,-1,4.44089e-16,3.69903e-33
0,1.05,1,-1,2.88658e-15,1.7954e-32
0,1.06,1,-1,5.21805e-15,2.4233e-32
0,1.07,1,-1,6.66134e-16,2.30963e-33
0,1.08,1,-1,2.55351e-15,6.60944e-33
0,1.09,1,-1,5.55112e-16,1.07254e-33
0,1.1,1,-1,3.10862e-15,4.48304e-33
0,1.11,1,-1,0,0
0,1.12,1,-1,3.77476e-15,3.03199e-33
0,1.13,1,-1,0,0
0,1.14,1,-1,1.9984e-15,8.93753e-34
0,1.15,1,-1,1.88738e-15,6.29784e-34
0,1.16,1,-1,0,0
0,1.17,1,-1,1.55431e-15,2.88648e-34
0,1.18,1,-1,3.4639e-14,4.79839e-33
0,1.19,1,-1,0,0
0,1.2,1,-1,5.55112e-16,4.27779e-35
0,1.21,1,-1,0,0
0,1.22,1,-1,0,0
0,1.23,1,-1,2.22045e-16,7.09605e-36
0,1.24,1,-1,1.55431e-15,3.7037e-35
0,1.25,1,-1,0,0
0,1.26,1,-1,7.77156e-16,1.02935e-35
0,1.27,1,-1,0,0
0,1.28,1,-1,0,0
0,1.29,1,-1,0,0
0,1.3,1,-1,0,0
0,1.31,1,-1,1.88738e-15,5.75226e-36
0,1.32,1,-1,0,0
0,1.33,1,-1,8.88178e-16,1.50338e-36
0,1.34,1,-1,0,0
0,1.35,1,-1,0,0
0,1.36,1,-1,0,0
0,1.37,1,-1,1.77636e-15,9.26801e-37
0,1.38,1,-1,2.22045e-15,8.63097e-37
0,1.39,1,-1,0,0
0,1.4,1,-1,3.21965e-15,6.94521e-37
0,1.41,1,-1,1.66533e-15,2.67593e-37
0,1.42,1,-1,2.22045e-16,2.65758e-38
0,1.43,1,-1,0,0
0,1.44,1,-1,0,0
0,1.45,1,-1,1.11022e-15,5.48972e-38
0,1.46,1,-1,0,0
0,1.47,1,-1,1.11022e-16,3.04445e-39
0,1.48,1,-1,0,0
0,1.49,1,-1,1.44329e-15,2.19447e-38
0,1.5,1,-1,0,0
0,1.51,1,-1,0,0
0,1.52,1,-1,1.66533e-15,1.04508e-38
0,1.53,1,-1,4.44089e-16,2.07477e-39
0,1.54,1,-1,0,0
0,1.55,1,-1,0,0
0,1.56,1,-1,1.11022e-15,2.13972e-39
0,1.57,1,-1,0,0
0,1.58,1,-1,0,0
0,1.59,1,-1,0,0
0,1.6,1,-1,0,0
0,1.61,1,-1,1.11022e-15,4.88744e-40
0,1.62,1,-1,1.77636e-15,5.81963e-40
0,1.63,1,-1,0,0
0,1.64,1,-1,8.88178e-16,1.6114e-40
0,1.65,1,-1,0,0
0,1.66,1,-1,0,0
0,1.67,1,-1,0,0
0,1.68,1,-1,0,0
0,1.69,1,-1,0,0
0,1.7,1,-1,2.22045e-16,6.83559e-42
0,1.71,1,-1,0,0
0,1.72,1,-1,3.88578e-15,6.62068e-41
0,1.73,1,-1,0,0
0,1.74,1,-1,0,0
0,1.75,1,-1,0,0
0,1.76,1,-1,0,0
0,1.77,1,-1,5.55112e-16,2.15413e-42
0,1.78,1,-1,0,0
0,1.79,1,-1,1.02141e-13,2.1927e-40
0,1.8,1,-1,0,0
0,1.81,1,-1,1.66533e-15,1.9775e-42
0,1.82,1,-1,0,0
0,1.83,1,-1,0,0
0,1.84,1,-1,0,0
0,1.85,1,-1,5.55112e-16,2.01608e-43
0,1.86,1,-1,0,0
0,1.87,1,-1,0,0
0,1.88,1,-1,0,0
0,1.89,1,-1,0,0
0,1.9,1,-1,0,0
0,1.91,1,-1,0,0
0,1.92,1,-1,0,0
0,1.93,1,-1,0,0
0,1.94,1,-1,2.72005e-14,6.8608e-43
0,1.95,1,-1,0,0
0,1.96,1,-1,0,0
0,1.97,1,-1,-nan,-nan
0,1.98,1,-1,-nan,-nan
0,1.99,1,-1,-nan,-nan
0,0.01,1,0,0,0
0,0.02,1,0,1.22125e-15,4.69451e-18
0,0.03,1,0,0,0
0,0.04,1,0,0,0
0,0.05,1,0,0,0
0,0.06,1,0,0,0
0,0.07,1,0,0,0
0,0.08,1,0,5.55112e-16,6.95133e-19
0,0.09,1,0,0,0
0,0.1,1,0,6.66134e-16,5.46059e-19
0,0.11,1,0,1.44329e-15,9.49823e-19
0,0.12,1,0,0,0
0,0.13,1,0,8.88178e-16,3.71549e-19
0,0.14,1,0,0,0
0,0.15,1,0,0,0
0,0.16,1,0,8.88178e-16,1.82814e-19
0,0.17,1,0,0,0
0,0.18,1,0,0,0
0,0.19,1,0,0,0
0,0.2,1,0,0,0
0,0.21,1,0,4.44089e-16,2.63862e-20
0,0.22,1,0,0,0
0,0.23,1,0,0,0
0,0.24,1,0,1.77636e-15,4.8751e-20
0,0.25,1,0,0,0
0,0.26,1,0,0,0
0,0.27,1,0,3.33067e-16,4.15877e-21
0,0.28,1,0,9.99201e-16,9.56869e-21
0,0.29,1,0,9.99201e-16,7.32947e-21
0,0.3,1,0,0,0
0,0.31,1,0,1.44329e-15,6.19035e-21
0,0.32,1,0,1.11022e-16,3.63542e-22
0,0.33,1,0,0,0
0,0.34,1,0,3.33067e-16,6.33872e-22
0,0.35,1,0,7.88258e-15,1.14216e-20
0,0.36,1,0,2.10942e-15,2.3252e-21
0,0.37,1,0,2.10942e-15,1.76751e-21
0,0.38,1,0,5.44009e-15,3.46249e-21
0,0.39,1,0,1.11022e-15,5.36386e-22
0,0.4,1,0,0,0
0,0.41,1,0,2.22045e-16,6.16927e-23
0,0.42,1,0,0,0
0,0.43,1,0,1.38778e-14,2.21211e-21
0,0.44,1,0,0,0
0,0.45,1,0,1.9984e-15,1.82357e-22
0,0.46,1,0,1.44329e-15,9.95733e-23
0,0.47,1,0,0,0
0,0.48,1,0,3.77476e-15,1.48652e-22
0,0.49,1,0,0,0
0,0.5,1,0,9.10383e-15,2.04288e-22
0,0.51,1,0,0,0
0,0.52,1,0,0,0
0,0.53,1,0,0,0
0,0.54,1,0,7.77156e-16,5.63598e-24
0,0.55,1,0,5.32907e-15,2.9113e-23
0,0.56,1,0,0,0
0,0.57,1,0,0,0
0,0.58,1,0,0,0
0,0.59,1,0,0,0
0,0.6,1,0,0,0
0,0.61,1,0,1.37668e-14,1.36541e-23
0,0.62,1,0,0,0
0,0.63,1,0,0,0
0,0.64,1,0,0,0
0,0.65,1,0,5.60663e-14,1.7731e-23
0,0.66,1,0,0,0
0,0.67,1,0,0,0
0,0.68,1,0,0,0
0,0.69,1,0,0,0
0,0.7,1,0,1.22125e-15,9.20539e-26
0,0.71,1,0,7.10543e-15,4.01785e-25
0,0.72,1,0,0,0
0,0.73,1,0,3.33067e-15,1.05928e-25
0,0.74,1,0,4.44089e-16,1.05892e-26
0,0.75,1,0,0,0
0,0.76,1,0,3.53051e-14,4.72955e-25
0,0.77,1,0,0,0
0,0.78,1,0,3.33067e-16,2.50498e-27
0,0.79,1,0,1.53211e-14,8.63175e-26
0,0.8,1,0,5.55112e-16,2.34238e-27
0,0.81,1,0,0,0
0,0.82,1,0,2.64233e-14,6.25169e-26
0,0.83,1,0,3.33067e-16,5.89943e-28
0,0.84,1,0,3.88578e-15,5.15184e-27
0,0.85,1,0,0,0
0,0.86,1,0,6.99441e-15,5.19354e-27
0,0.87,1,0,0,0
0,0.88,1,0,0,0
0,0.89,1,0,0,0
0,0.9,1,0,0,0
0,0.91,1,0,1.13243e-14,1.9692e-27
0,0.92,1,0,0,0
0,0.93,1,0,0,0
0,0.94,1,0,0,0
0,0.95,1,0,0,0
0,0.96,1,0,0,0
0,0.97,1,0,3.33067e-15,1.01057e-28
0,0.98,1,0,2.88658e-15,6.54454e-29
0,0.99,1,0,1.11022e-15,1.8807e-29
0,1,1,0,0,0
0,1.01,1,0,3.21965e-14,3.04378e-28
0,1.02,1,0,4.996e-15,3.52785e-29
0,1.03,1,0,0,0
0,1.04,1,0,0,0
0,1.05,1,0,0,0
0,1.06,1,0,2.9865e-14,6.55805e-29
0,1.07,1,0,0,0
0,1.08,1,0,0,0
0,1.09,1,0,0,0
0,1.1,1,0,0,0
0,1.11,1,0,0,0
0,1.12,1,0,5.77316e-15,2.19263e-30
0,1.13,1,0,0,0
0,1.14,1,0,3.21965e-15,6.80857e-31
0,1.15,1,0,7.77156e-16,1.22618e-31
0,1.16,1,0,8.88178e-16,1.04547e-31
0,1.17,1,0,5.55112e-16,4.87442e-32
0,1.18,1,0,0,0
0,1.19,1,0,0,0
0,1.2,1,0,7.09433e-14,2.58501e-30
0,1.21,1,0,5.88418e-15,1.59899e-31
0,1.22,1,0,0,0
0,1.23,1,0,0,0
0,1.24,1,0,9.99201e-16,1.1258e-32
0,1.25,1,0,1.33227e-15,1.11917e-32
0,1.26,1,0,0,0
0,1.27,1,0,0,0
0,1.28,1,0,1.33227e-15,4.63669e-33
0,1.29,1,0,4.44089e-15,1.15205e-32
0,1.3,1,0,2.65343e-14,5.13059e-32
0,1.31,1,0,4.44089e-16,6.39974e-34
0,1.32,1,0,3.33067e-16,3.5771e-34
0,1.33,1,0,0,0
0,1.34,1,0,6.66134e-16,3.97284e-34
0,1.35,1,0,2.22045e-16,9.86763e-35
0,1.36,1,0,0,0
0,1.37,1,0,0,0
0,1.38,1,0,0,0
0,1.39,1,0,8.88178e-16,1.21611e-34
0,1.4,1,0,0,0
0,1.41,1,0,2.22045e-16,1.68704e-35
0,1.42,1,0,0,0
0,1.43,1,0,0,0
0,1.44,1,0,1.22125e-15,3.83394e-35
0,1.45,1,0,0,0
0,1.46,1,0,1.77636e-15,3.09295e-35
0,1.47,1,0,0,0
0,1.48,1,0,4.44089e-16,4.28776e-36
0,1.49,1,0,0,0
0,1.5,1,0,0,0
0,1.51,1,0,0,0
0,1.52,1,0,0,0
0,1.53,1,0,3.33067e-16,7.35774e-37
0,1.54,1,0,0,0
0,1.55,1,0,2.33147e-15,2.85425e-36
0,1.56,1,0,0,0
0,1.57,1,0,2.22045e-16,1.50619e-37
0,1.58,1,0,7.77156e-16,3.92383e-37
0,1.59,1,0,1.55431e-15,5.84096e-37
0,1.6,1,0,5.55112e-16,1.55258e-37
0,1.61,1,0,0,0
0,1.62,1,0,0,0
0,1.63,1,0,0,0
0,1.64,1,0,1.9984e-15,1.71435e-37
0,1.65,1,0,0,0
0,1.66,1,0,4.44089e-16,2.1094e-38
0,1.67,1,0,1.44329e-15,5.10101e-38
0,1.68,1,0,0,0
0,1.69,1,0,0,0
0,1.7,1,0,0,0
0,1.71,1,0,9.99201e-16,1.08206e-38
0,1.72,1,0,0,0
0,1.73,1,0,0,0
0,1.74,1,0,3.33067e-16,1.4849e-39
0,1.75,1,0,0,0
0,1.76,1,0,0,0
0,1.77,1,0,2.77556e-15,5.09278e-39
0,1.78,1,0,0,0
0,1.79,1,0,5.55112e-16,5.63474e-40
0,1.8,1,0,1.77636e-15,1.34106e-39
0,1.81,1,0,9.99201e-16,5.61024e-40
0,1.82,1,0,0,0
0,1.83,1,0,7.77156e-16,2.41334e-40
0,1.84,1,0,2.77556e-15,6.40961e-40
0,1.85,1,0,0,0
0,1.86,1,0,0,0
0,1.87,1,0,0,0
0,1.88,1,0,3.33067e-16,2.35164e-41
0,1.89,1,0,1.11022e-16,5.82852e-42
0,1.9,1,0,9.99201e-16,3.9003e-41
0,1.91,1,0,0,0
0,1.92,1,0,0,0
0,1.93,1,0,0,0
0,1.94,1,0,0,0
0,1.95,1,0,0,0
0,1.96,1,0,0,0
0,1.97,1,0,-nan,-nan
0,1.98,1,0,-nan,-nan
0,1.99,1,0,-nan,-nan
0,0.01,1,1,4.44089e-16,-7.08817e-19
0,0.02,1,1,3.33067e-16,-1.0643e-18
0,0.03,1,1,4.44089e-16,-2.13151e-18
0,0.04,1,1,0,-0
